declaracion.situacionPatrimonial.datosGenerales.curp,declaracion.situacionPatrimonial.ingresos.totalIngresosAnualesNetos.valor
ARBA800020HPUGSN02,5278596
ARBA800020HPUGSN02,6860844
ARBA800020HPUGSN02,
MEZA870226MDFZPT09,
ARBA800020HPUGSN02,6633936
MEZA870226MDFZPT09,1539745
MEZA870226MDFZPT09,5896632
MEZA870226MDFZPT09,5553252
MEZA870226MDFZPT09,4943088
MEZA870226MDFZPT09,5560176
MEZA870226MDFZPT09,4670112
CEHF830208HVZNRR09,395425
CEHF830208HVZNRR09,1662024
CEHF830208HVZNRR09,1546080
CEHF830208HVZNRR09,1595076
MEZA870226MDFZPT09,
CEHF830208HVZNRR09,1679796
CEHF830208HVZNRR09,
CEHF830208HVZNRR09,1756308
CEHF830208HVZNRR09,
ALLC800108HDFMYR02,
ALLC800108HDFMYR02,4936788
ALLC800108HDFMYR02,4597800
ALLC800108HDFMYR02,5481504
ALLC800108HDFMYR02,1504530
ALLC800108HDFMYR02,5249088
ALLC800108HDFMYR02,4859568
ALLC800108HDFMYR02,
KORJ710824MDFRSN02,
KORJ710824MDFRSN02,105560
KORJ710824MDFRSN02,506688
KORJ710824MDFRSN02,506688
KORJ710824MDFRSN02,506688
KORJ710824MDFRSN02,506688
KORJ710824MDFRSN02,
ÁVQR701102MAGLNQ08,
ÁVQR701102MAGLNQ08,600000
ÁVQR701102MAGLNQ08,125000
KORJ710824MDFRSN02,506688
ÁVQR701102MAGLNQ08,600000
ÁVQR701102MAGLNQ08,600000
ÁVQR701102MAGLNQ08,
ÁVQR701102MAGLNQ08,600000
ÁVQR701102MAGLNQ08,600000
BABF880301HSNDRD01,
BABF880301HSNDRD01,1675130
BABF880301HSNDRD01,5101836
BABF880301HSNDRD01,4832820
BABF880301HSNDRD01,5165112
BABF880301HSNDRD01,4524492
BABF880301HSNDRD01,4568676
SOBJ861112HPUSRS05,
SOBJ861112HPUSRS05,4632660
SOBJ861112HPUSRS05,1639795
BABF880301HSNDRD01,
SOBJ861112HPUSRS05,4985844
SOBJ861112HPUSRS05,5332380
KACJ780522HSNRRR08,
KACJ780522HSNRRR08,160000
SOBJ861112HPUSRS05,5094096
KACJ780522HSNRRR08,768000
KACJ780522HSNRRR08,768000
SOBJ861112HPUSRS05,
KACJ780522HSNRRR08,768000
SOBJ861112HPUSRS05,5540688
KACJ780522HSNRRR08,768000
KACJ780522HSNRRR08,
ROVT830813HDFBNM04,
KACJ780522HSNRRR08,768000
ROVT830813HDFBNM04,1658565
ROVT830813HDFBNM04,4259820
ROVT830813HDFBNM04,4791060
APBE840622MVZNTT07,
ROVT830813HDFBNM04,4955112
APBE840622MVZNTT07,125000
ROVT830813HDFBNM04,4782492
APBE840622MVZNTT07,600000
ROVT830813HDFBNM04,5360268
ROVT830813HDFBNM04,
APBE840622MVZNTT07,600000
APBE840622MVZNTT07,600000
APBE840622MVZNTT07,600000
JUOG720909MVZRVN05,
APBE840622MVZNTT07,600000
JUOG720909MVZRVN05,360065
JUOG720909MVZRVN05,1462644
JUOG720909MVZRVN05,1596792
JUOG720909MVZRVN05,1588440
JUOG720909MVZRVN05,1714764
APBE840622MVZNTT07,
JUOG720909MVZRVN05,1654176
KAPL830408HPURLC09,331140
KAPL830408HPURLC09,
JUOG720909MVZRVN05,
KAPL830408HPURLC09,1587948
KAPL830408HPURLC09,1564488
KAPL830408HPURLC09,1752636
KAPL830408HPURLC09,1690020
KAPL830408HPURLC09,1610916
SAUX790227HPURBM05,
KAPL830408HPURLC09,
SAUX790227HPURBM05,345955
SAUX790227HPURBM05,1619904
SAUX790227HPURBM05,1598964
SAUX790227HPURBM05,1657692
SAUX790227HPURBM05,1797384
SAUX790227HPURBM05,1604952
SAUX790227HPURBM05,
RAHI790626HPUZNN08,
RAHI790626HPUZNN08,1973985
RAHI790626HPUZNN08,5282604
RAHI790626HPUZNN08,5873520
RAHI790626HPUZNN08,5950176
RAHI790626HPUZNN08,5358672
ESVN870820MSNPLR06,1637640
ESVN870820MSNPLR06,
RAHI790626HPUZNN08,4912452
ESVN870820MSNPLR06,328695
ESVN870820MSNPLR06,1628472
ESVN870820MSNPLR06,1561416
ESVN870820MSNPLR06,
RAHI790626HPUZNN08,
ESVN870820MSNPLR06,1484052
ESVN870820MSNPLR06,1588392
GICE840619HVZLRL07,2068655
GICE840619HVZLRL07,
GICE840619HVZLRL07,7231092
GICE840619HVZLRL07,6465480
GUQE850312HVZRNS01,1242180
GICE840619HVZLRL07,6525444
GUQE850312HVZRNS01,
GUQE850312HVZRNS01,292750
GICE840619HVZLRL07,6151476
GUQE850312HVZRNS01,1248528
GUQE850312HVZRNS01,1142916
GICE840619HVZLRL07,
PAZA860706MPUTMR03,
GICE840619HVZLRL07,6281448
GUQE850312HVZRNS01,1207188
GUQE850312HVZRNS01,1205928
GUQE850312HVZRNS01,
PAZA860706MPUTMR03,125000
PAZA860706MPUTMR03,600000
PAZA860706MPUTMR03,600000
PAZA860706MPUTMR03,600000
PAZA860706MPUTMR03,600000
PAZA860706MPUTMR03,600000
PAZA860706MPUTMR03,
DENL801008MAGLRS08,
DENL801008MAGLRS08,1684800
DENL801008MAGLRS08,1617744
DENL801008MAGLRS08,1746144
DENL801008MAGLRS08,1712088
BRMG700304MPURRR08,
DENL801008MAGLRS08,1647492
DENL801008MAGLRS08,352930
BRMG700304MPURRR08,160000
BRMG700304MPURRR08,768000
BRMG700304MPURRR08,768000
BRMG700304MPURRR08,768000
BRMG700304MPURRR08,768000
DENL801008MAGLRS08,
BRMG700304MPURRR08,768000
BRMG700304MPURRR08,
MAUJ811027HAGTBL05,4405644
MAUJ811027HAGTBL05,4943220
MAUJ811027HAGTBL05,1248480
MAUJ811027HAGTBL05,5159388
MAUJ811027HAGTBL05,5165004
XIHL821006MAGNRC05,
XIHL821006MAGNRC05,402020
MAUJ811027HAGTBL05,3884484
MAUJ811027HAGTBL05,
XIHL821006MAGNRC05,1707372
XIHL821006MAGNRC05,1530588
MAUJ811027HAGTBL05,
XIHL821006MAGNRC05,1575168
XIHL821006MAGNRC05,1598976
GUAR820516MVZJSL02,
GUAR820516MVZJSL02,105560
XIHL821006MAGNRC05,
XIHL821006MAGNRC05,1695624
GUAR820516MVZJSL02,506688
GUAR820516MVZJSL02,506688
GUAR820516MVZJSL02,506688
GUAR820516MVZJSL02,506688
GUAR820516MVZJSL02,506688
DECM891023MSN RR09,
GUAR820516MVZJSL02,
DECM891023MSN RR09,430450
DECM891023MSN RR09,1491516
DECM891023MSN RR09,1726380
HEHX860709MSNRRM03,
DECM891023MSN RR09,1643388
DECM891023MSN RR09,
HEHX860709MSNRRM03,126855
DECM891023MSN RR09,1595076
DECM891023MSN RR09,1730196
HEHX860709MSNRRM03,608904
HEHX860709MSNRRM03,608904
HEHX860709MSNRRM03,608904
HEHX860709MSNRRM03,608904
HEHX860709MSNRRM03,
APMD720920HAGDTN06,506688
HEHX860709MSNRRM03,608904
APMD720920HAGDTN06,
APMD720920HAGDTN06,105560
APMD720920HAGDTN06,506688
APMD720920HAGDTN06,506688
APMD720920HAGDTN06,506688
APMD720920HAGDTN06,
ALHM720114HSNMNR08,
ALHM720114HSNMNR08,2207815
APMD720920HAGDTN06,506688
ALHM720114HSNMNR08,6317724
ALHM720114HSNMNR08,5984724
ALHM720114HSNMNR08,7016760
ALHM720114HSNMNR08,6471540
ALHM720114HSNMNR08,5832504
MEEB770918HSNDPR03,
MEEB770918HSNDPR03,1709400
ALHM720114HSNMNR08,
MEEB770918HSNDPR03,332460
MEEB770918HSNDPR03,1551336
MEEB770918HSNDPR03,1556976
MEEB770918HSNDPR03,1739736
MEEB770918HSNDPR03,1708956
PAGT860916HVZRYR07,277295
PAGT860916HVZRYR07,1216056
PAGT860916HVZRYR07,
MEEB770918HSNDPR03,
PAGT860916HVZRYR07,1295472
PAGT860916HVZRYR07,1220952
PAGT860916HVZRYR07,1222932
PAGT860916HVZRYR07,
PAGT860916HVZRYR07,1318548
BAÑM830212HAGRÑR01,
BAÑM830212HAGRÑR01,439890
BAÑM830212HAGRÑR01,1669476
BAÑM830212HAGRÑR01,1663968
BAÑM830212HAGRÑR01,1666956
BAÑM830212HAGRÑR01,1742472
ACMF780212HVZÑNT02,
ACMF780212HVZÑNT02,105560
ACMF780212HVZÑNT02,506688
ACMF780212HVZÑNT02,506688
ACMF780212HVZÑNT02,506688
ACMF780212HVZÑNT02,506688
BAÑM830212HAGRÑR01,
MAME730511MAGCNS03,160000
BAÑM830212HAGRÑR01,1593612
MAME730511MAGCNS03,
MAME730511MAGCNS03,768000
MAME730511MAGCNS03,768000
ACMF780212HVZÑNT02,506688
ACMF780212HVZÑNT02,
MAME730511MAGCNS03,768000
MAME730511MAGCNS03,768000
MAME730511MAGCNS03,768000
DELX811124MVZLMM01,295700
DELX811124MVZLMM01,
DELX811124MVZLMM01,1292244
MAME730511MAGCNS03,
DELX811124MVZLMM01,1302564
DELX811124MVZLMM01,1327440
DELX811124MVZLMM01,1285908
DELX811124MVZLMM01,1408848
DELX811124MVZLMM01,
ZAAA731002HSNVYS09,1209408
ZAAA731002HSNVYS09,1307340
ZAAA731002HSNVYS09,334865
ZAAA731002HSNVYS09,
ZAAA731002HSNVYS09,1308468
ZAAA731002HSNVYS09,1184484
VAVM800318HDFLRY06,105560
ZAAA731002HSNVYS09,1362228
VAVM800318HDFLRY06,
VAVM800318HDFLRY06,506688
VAVM800318HDFLRY06,506688
VAVM800318HDFLRY06,506688
VAVM800318HDFLRY06,506688
VAVM800318HDFLRY06,506688
GADV750306HDFRLN04,
VAVM800318HDFLRY06,
GADV750306HDFRLN04,415630
GADV750306HDFRLN04,1521240
GADV750306HDFRLN04,1675812
GADV750306HDFRLN04,1791600
GADV750306HDFRLN04,1680096
GADV750306HDFRLN04,1524684
ZAAA731002HSNVYS09,
GADV750306HDFRLN04,
BAQJ840621MSNRÑR04,
BAQJ840621MSNRÑR04,4603572
BAQJ840621MSNRÑR04,1796975
BAQJ840621MSNRÑR04,4744944
BAQJ840621MSNRÑR04,5270904
RARR710904HVZMQM06,
RARR710904HVZMQM06,254140
BAQJ840621MSNRÑR04,4234044
BAQJ840621MSNRÑR04,4285884
RARR710904HVZMQM06,1101900
RARR710904HVZMQM06,1116300
RARR710904HVZMQM06,1309560
RARR710904HVZMQM06,1364772
BAQJ840621MSNRÑR04,
RARR710904HVZMQM06,1235220
RARR710904HVZMQM06,
OLMÁ790527MVZVTG05,
OLMÁ790527MVZVTG05,2007010
OLMÁ790527MVZVTG05,6036000
OLMÁ790527MVZVTG05,5183952
OLMÁ790527MVZVTG05,4549428
OLMÁ790527MVZVTG05,5309988
NEHE891123HSNGNL05,
NEHE891123HSNGNL05,160000
OLMÁ790527MVZVTG05,5742456
NEHE891123HSNGNL05,768000
OLMÁ790527MVZVTG05,
NEHE891123HSNGNL05,768000
NEHE891123HSNGNL05,768000
NEHE891123HSNGNL05,768000
NEHE891123HSNGNL05,768000
ESPE820023HPUPCC03,
NEHE891123HSNGNL05,
ESPE820023HPUPCC03,295995
ESPE820023HPUPCC03,1049004
ESPE820023HPUPCC03,1181160
ESPE820023HPUPCC03,1192716
ESPE820023HPUPCC03,1094268
ESPE820023HPUPCC03,1262892
CAAM791018HAGRTT02,
ESPE820023HPUPCC03,
CAAM791018HAGRTT02,5927748
CAAM791018HAGRTT02,5824932
CAAM791018HAGRTT02,1609720
CAAM791018HAGRTT02,5666256
LEPF860527HVZVLT07,
CAAM791018HAGRTT02,5584056
CAAM791018HAGRTT02,4799712
LEPF860527HVZVLT07,280035
LEPF860527HVZVLT07,1021092
LEPF860527HVZVLT07,1207548
CAAM791018HAGRTT02,
LEPF860527HVZVLT07,994860
LEPF860527HVZVLT07,1192908
LEPF860527HVZVLT07,1137084
ARDA871025HPUMLX05,
ARDA871025HPUMLX05,125000
LEPF860527HVZVLT07,
ARDA871025HPUMLX05,600000
ARDA871025HPUMLX05,600000
ARDA871025HPUMLX05,600000
ARDA871025HPUMLX05,600000
MASA800415MPUCVN01,
ARDA871025HPUMLX05,600000
ARDA871025HPUMLX05,
MASA800415MPUCVN01,126855
MASA800415MPUCVN01,608904
MASA800415MPUCVN01,608904
MASA800415MPUCVN01,608904
MASA800415MPUCVN01,608904
DÁVM770519HAGVGR04,
MASA800415MPUCVN01,
DÁVM770519HAGVGR04,160000
MASA800415MPUCVN01,608904
DÁVM770519HAGVGR04,768000
DÁVM770519HAGVGR04,768000
DÁVM770519HAGVGR04,768000
DÁVM770519HAGVGR04,768000
DÁVM770519HAGVGR04,
DÁVM770519HAGVGR04,768000
CEMG810105HSNNTS01,126855
CEMG810105HSNNTS01,
CEMG810105HSNNTS01,608904
CEMG810105HSNNTS01,608904
CEMG810105HSNNTS01,608904
CEMG810105HSNNTS01,608904
CEMG810105HSNNTS01,608904
PICM840202MDFCNR01,
CEMG810105HSNNTS01,
PICM840202MDFCNR01,768000
PICM840202MDFCNR01,160000
PICM840202MDFCNR01,768000
PICM840202MDFCNR01,768000
PICM840202MDFCNR01,
PICM840202MDFCNR01,768000
PICM840202MDFCNR01,768000
QUMA810220MSNRNR03,
QUMA810220MSNRNR03,1712136
QUMA810220MSNRNR03,1608852
QUMA810220MSNRNR03,1583712
QUMA810220MSNRNR03,1578972
QUMA810220MSNRNR03,1707744
TEMM780524MPURTR03,1715955
QUMA810220MSNRNR03,
TEMM780524MPURTR03,6920196
QUMA810220MSNRNR03,389235
TEMM780524MPURTR03,
TEMM780524MPURTR03,6879072
ANVE880903MSNYLS07,
TEMM780524MPURTR03,6033420
TEMM780524MPURTR03,6108564
TEMM780524MPURTR03,6612024
ANVE880903MSNYLS07,1734035
ANVE880903MSNYLS07,5548500
ANVE880903MSNYLS07,5145792
ANVE880903MSNYLS07,5650608
ANVE880903MSNYLS07,4510368
ANVE880903MSNYLS07,5206296
SEAR860002HSNRMG05,
SEAR860002HSNRMG05,1847920
SEAR860002HSNRMG05,6830004
ANVE880903MSNYLS07,
TEMM780524MPURTR03,
SEAR860002HSNRMG05,6895548
ARHI710214MPUTLB07,
SEAR860002HSNRMG05,6432732
ARHI710214MPUTLB07,348110
SEAR860002HSNRMG05,6780096
SEAR860002HSNRMG05,7074828
ARHI710214MPUTLB07,1700496
ARHI710214MPUTLB07,1554144
SEAR860002HSNRMG05,
SECS870701MPURBL04,
ARHI710214MPUTLB07,1709436
SECS870701MPURBL04,608904
ARHI710214MPUTLB07,
SECS870701MPURBL04,608904
SECS870701MPURBL04,608904
ARHI710214MPUTLB07,1661580
SECS870701MPURBL04,608904
ARHI710214MPUTLB07,1752180
SECS870701MPURBL04,
SECS870701MPURBL04,608904
JIRS750603MAGMML08,
SECS870701MPURBL04,126855
JIRS750603MAGMML08,7162176
JIRS750603MAGMML08,6848136
JIRS750603MAGMML08,2225305
JIRS750603MAGMML08,6614184
JIRS750603MAGMML08,6380400
JIRS750603MAGMML08,6944856
CAMA830025HDFSNL01,
JIRS750603MAGMML08,
CAMA830025HDFSNL01,506688
CAMA830025HDFSNL01,506688
BASR740821MAGDNM03,
CAMA830025HDFSNL01,506688
CAMA830025HDFSNL01,105560
CAMA830025HDFSNL01,
BASR740821MAGDNM03,1592160
CAMA830025HDFSNL01,506688
CAMA830025HDFSNL01,506688
BASR740821MAGDNM03,384420
BASR740821MAGDNM03,1686456
BASR740821MAGDNM03,1719144
BASR740821MAGDNM03,1677504
BASR740821MAGDNM03,
CERX870107MVZPSM02,
BASR740821MAGDNM03,1704384
CERX870107MVZPSM02,1693375
CERX870107MVZPSM02,4689960
CERX870107MVZPSM02,5117520
CERX870107MVZPSM02,4588320
CERX870107MVZPSM02,5314200
CERX870107MVZPSM02,4869540
CERX870107MVZPSM02,
ARSD880308MPUTSB06,257430
ARSD880308MPUTSB06,1338492
ARSD880308MPUTSB06,
ARSD880308MPUTSB06,1216716
ARSD880308MPUTSB06,1175400
ARSD880308MPUTSB06,1193076
ARSD880308MPUTSB06,1330008
QUBE790424MPURRM03,1204584
ARSD880308MPUTSB06,
QUBE790424MPURRM03,
QUBE790424MPURRM03,317405
QUBE790424MPURRM03,1210608
QUBE790424MPURRM03,1232592
QUBE790424MPURRM03,1358064
QUBE790424MPURRM03,
QUBE790424MPURRM03,1302420
PECÁ890810HVZLHG03,4798284
PECÁ890810HVZLHG03,
PECÁ890810HVZLHG03,1335290
PECÁ890810HVZLHG03,5549472
PECÁ890810HVZLHG03,5703120
COBA860424HAGRLN05,
PECÁ890810HVZLHG03,5408064
COBA860424HAGRLN05,160000
COBA860424HAGRLN05,768000
PECÁ890810HVZLHG03,5073264
COBA860424HAGRLN05,768000
PECÁ890810HVZLHG03,
COBA860424HAGRLN05,768000
BABA890405HSNNRS09,
BABA890405HSNNRS09,368725
COBA860424HAGRLN05,768000
COBA860424HAGRLN05,
BABA890405HSNNRS09,1583856
BABA890405HSNNRS09,1605612
BABA890405HSNNRS09,1670064
BABA890405HSNNRS09,1507200
BABA890405HSNNRS09,1736532
COBA860424HAGRLN05,768000
ACSE870702MAGVRundefined01,1849925
ACSE870702MAGVRundefined01,5163708
ACSE870702MAGVRundefined01,
BABA890405HSNNRS09,
ACSE870702MAGVRundefined01,5362188
ACSE870702MAGVRundefined01,5274828
ACSE870702MAGVRundefined01,4709208
MAKL840216MPURRN02,
MAKL840216MPURRN02,160000
MAKL840216MPURRN02,768000
ACSE870702MAGVRundefined01,4704156
ACSE870702MAGVRundefined01,
MAKL840216MPURRN02,768000
MAKL840216MPURRN02,768000
MAKL840216MPURRN02,768000
MAKL840216MPURRN02,
MAKL840216MPURRN02,768000
CRQB700424HPURNN08,251785
CRQB700424HPURNN08,
CRQB700424HPURNN08,1315860
CRQB700424HPURNN08,1387164
CRQB700424HPURNN08,1377192
CRQB700424HPURNN08,1250688
CRQB700424HPURNN08,1354128
SOST820005MPUTRR07,415750
SOST820005MPUTRR07,
CRQB700424HPURNN08,
SOST820005MPUTRR07,1744536
SOST820005MPUTRR07,1615968
SOST820005MPUTRR07,1567272
DEAJ790211MAG MS04,
SOST820005MPUTRR07,1602408
SOST820005MPUTRR07,
SOST820005MPUTRR07,1721484
DEAJ790211MAG MS04,768000
DEAJ790211MAG MS04,768000
DEAJ790211MAG MS04,160000
DEAJ790211MAG MS04,768000
DEAJ790211MAG MS04,768000
DEAJ790211MAG MS04,768000
GAKV810623MPUSNC07,
DEAJ790211MAG MS04,
GAKV810623MPUSNC07,600000
GAKV810623MPUSNC07,125000
GAKV810623MPUSNC07,600000
GAKV810623MPUSNC07,600000
GAKV810623MPUSNC07,600000
GAKV810623MPUSNC07,600000
GAKV810623MPUSNC07,
OJSL720527HSNDLZ06,
OJSL720527HSNDLZ06,420290
OJSL720527HSNDLZ06,1535904
OJSL720527HSNDLZ06,1662696
OJSL720527HSNDLZ06,1709448
OJSL720527HSNDLZ06,1660524
OJSL720527HSNDLZ06,1745844
ROTJ720122MAGSJS07,269030
ROTJ720122MAGSJS07,1180428
ROTJ720122MAGSJS07,
ROTJ720122MAGSJS07,1236480
OJSL720527HSNDLZ06,
ROTJ720122MAGSJS07,1262796
ROTJ720122MAGSJS07,1277400
ROTJ720122MAGSJS07,1174440
VAMG790719HSNLRR01,
VAMG790719HSNLRR01,125000
VAMG790719HSNLRR01,600000
VAMG790719HSNLRR01,600000
VAMG790719HSNLRR01,600000
VAMG790719HSNLRR01,600000
VAMG790719HSNLRR01,600000
VAMG790719HSNLRR01,
ROTJ720122MAGSJS07,
ESMA700802MDFPZD07,1789185
ESMA700802MDFPZD07,5742240
ESMA700802MDFPZD07,
ESMA700802MDFPZD07,5477244
ESMA700802MDFPZD07,5114880
ESMA700802MDFPZD07,4870356
ESMA700802MDFPZD07,5824452
PRBD800110MVZRRR01,
PRBD800110MVZRRR01,1468650
ESMA700802MDFPZD07,
PRBD800110MVZRRR01,5906460
PRBD800110MVZRRR01,5002932
PRBD800110MVZRRR01,4635012
ECGL700306HVZHNS01,
PRBD800110MVZRRR01,6025944
ECGL700306HVZHNS01,506688
ECGL700306HVZHNS01,105560
PRBD800110MVZRRR01,4523040
PRBD800110MVZRRR01,
ECGL700306HVZHNS01,506688
ECGL700306HVZHNS01,506688
ECGL700306HVZHNS01,506688
FAPR730819HDFJÑM09,506688
ECGL700306HVZHNS01,506688
FAPR730819HDFJÑM09,
ECGL700306HVZHNS01,
FAPR730819HDFJÑM09,105560
FAPR730819HDFJÑM09,506688
FAPR730819HDFJÑM09,506688
FAPR730819HDFJÑM09,506688
FAPR730819HDFJÑM09,506688
FAPR730819HDFJÑM09,
VACÁ731105HVZRDG03,
VACÁ731105HVZRDG03,1255488
VACÁ731105HVZRDG03,1268148
VACÁ731105HVZRDG03,305950
VACÁ731105HVZRDG03,1141968
VACÁ731105HVZRDG03,1281120
VACÁ731105HVZRDG03,1288776
NIGP811010HPUVVT04,
NIGP811010HPUVVT04,506688
VACÁ731105HVZRDG03,
NIGP811010HPUVVT04,506688
NIGP811010HPUVVT04,506688
NIGP811010HPUVVT04,105560
NIGP811010HPUVVT04,506688
NIGP811010HPUVVT04,506688
ARKD870521HDFLDL02,
ARKD870521HDFLDL02,105560
NIGP811010HPUVVT04,
ARKD870521HDFLDL02,506688
ARKD870521HDFLDL02,506688
ARKD870521HDFLDL02,506688
ARKD870521HDFLDL02,506688
ARKD870521HDFLDL02,506688
ALDT780203MPUNRD08,
ARKD870521HDFLDL02,
ALDT780203MPUNRD08,160000
ALDT780203MPUNRD08,768000
ALDT780203MPUNRD08,768000
ALDT780203MPUNRD08,768000
YAQL720814HPUNNR01,126855
ALDT780203MPUNRD08,768000
ALDT780203MPUNRD08,768000
ALDT780203MPUNRD08,
YAQL720814HPUNNR01,
YAQL720814HPUNNR01,608904
YAQL720814HPUNNR01,608904
YAQL720814HPUNNR01,608904
YAQL720814HPUNNR01,608904
MEÑN760614MAGLÑT03,314215
YAQL720814HPUNNR01,
MEÑN760614MAGLÑT03,
YAQL720814HPUNNR01,608904
MEÑN760614MAGLÑT03,1126932
MEÑN760614MAGLÑT03,1223640
MEÑN760614MAGLÑT03,1204416
QUKA820715HSNRRJ04,
MEÑN760614MAGLÑT03,1213164
MEÑN760614MAGLÑT03,1240776
MEÑN760614MAGLÑT03,
QUKA820715HSNRRJ04,396995
QUKA820715HSNRRJ04,1690440
QUKA820715HSNRRJ04,1578408
QUKA820715HSNRRJ04,1583412
QUKA820715HSNRRJ04,1590840
QUKA820715HSNRRJ04,1619004
QUKA820715HSNRRJ04,
TÓGN720501MSNRVT09,1546130
TÓGN720501MSNRVT09,4912764
TÓGN720501MSNRVT09,4576308
TÓGN720501MSNRVT09,
TÓGN720501MSNRVT09,5076348
TÓGN720501MSNRVT09,4787400
TÓGN720501MSNRVT09,
SÁKE700122HPUNMS04,
TÓGN720501MSNRVT09,4844700
SÁKE700122HPUNMS04,1897545
SÁKE700122HPUNMS04,6328980
SÁKE700122HPUNMS04,5934636
SÁKE700122HPUNMS04,7208208
SÁKE700122HPUNMS04,6028356
SÁKE700122HPUNMS04,6717960
COÁM880125HPULLR01,
COÁM880125HPULLR01,1386285
COÁM880125HPULLR01,4841052
SÁKE700122HPUNMS04,
COÁM880125HPULLR01,5410236
COÁM880125HPULLR01,4770480
COÁM880125HPULLR01,
KAFH750617MDFRRR04,1555120
KAFH750617MDFRRR04,5449860
KAFH750617MDFRRR04,
KAFH750617MDFRRR04,5865636
KAFH750617MDFRRR04,4523304
COÁM880125HPULLR01,5207748
KACL750811HPUMRZ02,
KAFH750617MDFRRR04,4733964
COÁM880125HPULLR01,4212036
KAFH750617MDFRRR04,4916700
KAFH750617MDFRRR04,
KACL750811HPUMRZ02,1647468
KACL750811HPUMRZ02,1542732
KACL750811HPUMRZ02,1740396
KACL750811HPUMRZ02,1515336
KACL750811HPUMRZ02,1534968
MAGL860608HPURNC09,5368572
KACL750811HPUMRZ02,399700
KACL750811HPUMRZ02,
MAGL860608HPURNC09,
MAGL860608HPURNC09,1718050
MAGL860608HPURNC09,5895228
MAGL860608HPURNC09,4803252
MAGL860608HPURNC09,5265540
MAGL860608HPURNC09,5171436
MAGL860608HPURNC09,
XIMJ740417HVZNJR08,
XIMJ740417HVZNJR08,6397788
XIMJ740417HVZNJR08,1953745
XIMJ740417HVZNJR08,6832788
XIMJ740417HVZNJR08,6692172
GASN840411MVZLLC01,
XIMJ740417HVZNJR08,6438288
GASN840411MVZLLC01,1066056
XIMJ740417HVZNJR08,
GASN840411MVZLLC01,301560
XIMJ740417HVZNJR08,6610464
GASN840411MVZLLC01,996636
GASN840411MVZLLC01,1129740
GASN840411MVZLLC01,1046664
GASN840411MVZLLC01,1117548
GUGA710302HVZRNX03,
GUGA710302HVZRNX03,105560
GASN840411MVZLLC01,
GUGA710302HVZRNX03,506688
GUGA710302HVZRNX03,506688
GUGA710302HVZRNX03,506688
GUGA710302HVZRNX03,506688
GUGA710302HVZRNX03,506688
GUGA710302HVZRNX03,
ZAML850414MPUMNR03,
ZAML850414MPUMNR03,7187004
ZAML850414MPUMNR03,1708585
ZAML850414MPUMNR03,7063296
ZAML850414MPUMNR03,6823152
GANH760024HDFRGR09,
ZAML850414MPUMNR03,7432428
GANH760024HDFRGR09,270920
GANH760024HDFRGR09,1034556
ZAML850414MPUMNR03,6166836
GANH760024HDFRGR09,1122096
GANH760024HDFRGR09,1145772
GANH760024HDFRGR09,1131792
MOER791103MPUNHF05,348895
GANH760024HDFRGR09,1174104
GANH760024HDFRGR09,
MOER791103MPUNHF05,
ZAML850414MPUMNR03,
MOER791103MPUNHF05,1469760
MOER791103MPUNHF05,1611180
MOER791103MPUNHF05,1676292
MOER791103MPUNHF05,1579980
RUOM730615MPUBRR09,160000
MOER791103MPUNHF05,
RUOM730615MPUBRR09,
MOER791103MPUNHF05,1699716
RUOM730615MPUBRR09,768000
RUOM730615MPUBRR09,768000
RUOM730615MPUBRR09,768000
RUOM730615MPUBRR09,768000
RUOM730615MPUBRR09,768000
HEMS870120MVZRTN03,
RUOM730615MPUBRR09,
HEMS870120MVZRTN03,126855
HEMS870120MVZRTN03,608904
HEMS870120MVZRTN03,608904
HEMS870120MVZRTN03,608904
HEMS870120MVZRTN03,608904
ÑADF840827HDFÑLL08,
HEMS870120MVZRTN03,
HEMS870120MVZRTN03,608904
ÑADF840827HDFÑLL08,1270812
ÑADF840827HDFÑLL08,1176288
ÑADF840827HDFÑLL08,292735
ÑADF840827HDFÑLL08,1423416
ÑADF840827HDFÑLL08,1206060
CABX860519HSNRHC01,
CABX860519HSNRHC01,125000
ÑADF840827HDFÑLL08,
CABX860519HSNRHC01,600000
CABX860519HSNRHC01,600000
CABX860519HSNRHC01,600000
ÑADF840827HDFÑLL08,1278528
CABX860519HSNRHC01,600000
VAAA751001MVZRFL05,
CABX860519HSNRHC01,600000
CABX860519HSNRHC01,
VAAA751001MVZRFL05,160000
VAAA751001MVZRFL05,768000
VAAA751001MVZRFL05,768000
VAAA751001MVZRFL05,768000
VAAA751001MVZRFL05,768000
VAAA751001MVZRFL05,
VAAA751001MVZRFL05,768000
CAKF740525MVZNRL04,
CAKF740525MVZNRL04,1446235
CAKF740525MVZNRL04,5079768
CAKF740525MVZNRL04,5022228
CAKF740525MVZNRL04,4860072
CAKF740525MVZNRL04,5202636
COME711019MPULNT08,
CAKF740525MVZNRL04,
CAKF740525MVZNRL04,4383096
COME711019MPULNT08,5621328
COME711019MPULNT08,5960520
COME711019MPULNT08,1637565
COME711019MPULNT08,4690572
COME711019MPULNT08,4682964
DEKF840708MVZLRR02,
DEKF840708MVZLRR02,126855
DEKF840708MVZLRR02,608904
DEKF840708MVZLRR02,608904
COME711019MPULNT08,5224284
DEKF840708MVZLRR02,608904
COME711019MPULNT08,
ALBJ790114MDFCRN09,
